PRODUCT,UF,EXP,MODEL,PARAMETERS,GRANU,INFO,CLASS,MAPE,POCID,PBE,MASE1,RRMSE,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,context_length,num_samples,batch_size,lr,max_epochs,PARAMETERS_FINE_TUNING
etanolhidratado,mg,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.23745,45.45455,17.93344,0.74718,0.591373628,125114.166,133820.3307,150268.4965,161639.6442,150914.4396,144349.9468,137889.2146,140206.9424,138715.0684,148595.2825,128030.0698,130344.1341,,,,,,
etanolhidratado,ms,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.32673,81.81818,41.86488,0.89525,1.079418414,11311.33546,10957.69633,11033.9993,10939.3736,11505.40204,11567.68264,11713.93649,12199.00816,11504.2951,13134.09807,11112.47679,10383.18708,,,,,,
etanolhidratado,mt,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.14116,72.72727,14.74337,1.13183,0.506585877,68604.85694,63699.1981,67723.2444,67452.25025,72129.08919,75018.37572,75050.27746,75242.57819,70129.5031,74500.8852,66113.94215,66420.11786,,,,,,
etanolhidratado,pa,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.35214,36.36364,41.32252,0.93059,0.648286391,2652.584105,2287.031035,2462.118599,2759.676096,3018.18634,3225.116038,3154.167631,3036.375921,3004.369928,3712.320885,3259.656421,2863.943115,,,,,,
etanolhidratado,pb,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.24757,36.36364,26.04504,0.7156,0.597913168,8783.519596,9023.907754,9431.711564,9221.348032,7730.907362,6795.853412,6649.585625,7715.371182,9166.389659,11349.4713,10798.53326,9503.508132,,,,,,
etanolhidratado,pe,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.2084,72.72727,20.43603,0.6182,0.336359457,17597.71932,17566.05325,16714.90723,15515.69205,14292.28054,14631.87167,14767.28456,14578.61287,15637.46472,19165.78605,16681.75827,15320.70791,,,,,,
etanolhidratado,pi,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.23993,72.72727,11.82946,0.54999,0.451507327,5205.598512,3439.600086,5663.222453,4568.21588,6025.669342,4251.368099,5493.39488,3781.963814,4391.571289,4497.803616,5014.567825,4372.232576,,,,,,
etanolhidratado,pr,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.21934,63.63636,20.62191,0.84102,0.383343026,59527.96998,67695.71697,68134.98061,71892.12882,66458.85467,68498.09103,64819.56256,71495.12141,66376.58744,78974.85791,65521.74101,60577.60899,,,,,,
etanolhidratado,rj,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.25453,81.81818,29.60154,0.96018,0.50468101,45713.54752,43500.75014,44111.35247,45701.7555,47562.0946,47108.63285,47699.15175,50276.66179,46998.91737,52442.38766,47138.0793,42336.02127,,,,,,
etanolhidratado,rn,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.11741,72.72727,-0.04235,0.34468,0.127066141,4369.695505,3671.476822,4279.374649,4244.245719,5685.581887,4523.481889,5405.771917,4103.036662,4555.280064,5629.878719,5847.675948,5523.993079,,,,,,
etanolhidratado,ro,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.42426,81.81818,47.21548,0.93363,0.360361498,589.509363,593.5021494,596.9920415,535.7995709,680.1654281,696.8193313,739.7323034,892.1692932,768.1492397,949.793384,559.1836952,418.8944047,,,,,,
etanolhidratado,rr,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.34494,54.54545,36.44954,1.11226,0.557220197,179.9928955,159.1043705,161.089887,190.5064195,177.7663348,169.5668126,190.7437197,202.4341822,226.7392475,238.826724,190.6435277,170.2362322,,,,,,
etanolhidratado,rs,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.32787,36.36364,40.55317,0.84606,0.169380422,2591.659626,2869.59996,3144.016808,3647.496686,4123.508539,3771.297462,3536.971825,4157.975264,3410.348525,4855.747433,2719.512721,1649.746589,,,,,,
etanolhidratado,sc,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.45214,36.36364,54.61107,0.97191,0.435797464,3851.371054,4383.78298,4244.479165,3962.216815,5833.527128,5510.083442,5073.08796,5491.320354,4928.103297,7070.882508,5411.936326,4021.76954,,,,,,
etanolhidratado,se,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.22433,45.45455,19.53238,0.61306,0.313689998,2702.613437,2611.822238,2545.994302,2606.704916,2085.791501,1910.856734,1984.994986,2035.956033,2373.375569,3250.987409,3514.89762,3217.896661,,,,,,
etanolhidratado,sp,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.10477,72.72727,7.93402,0.88539,0.204190848,622133.0294,620735.9973,672292.0319,676405.4429,637605.0012,658522.789,674016.033,687950.784,683856.1963,718082.4876,619153.2521,621571.854,,,,,,
etanolhidratado,to,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.27394,27.27273,32.11965,0.82131,0.570197181,1880.226735,1975.260204,1912.849831,2180.583521,2505.372215,2308.557129,2143.629555,2102.419949,1898.486902,2336.638041,2031.586839,1777.083381,,,,,,
gasolinac,ac,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.04893,81.81818,2.56343,0.71377,0.107712092,11966.64994,12146.75827,12389.80688,12323.1467,12870.1175,13156.94215,13149.12105,12816.00784,12742.39447,13200.68915,12125.40649,11843.87565,,,,,,
gasolinac,al,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.06805,63.63636,5.92363,0.84003,0.148472417,40090.3874,39880.38192,39013.02903,37082.10303,38327.42236,38980.16063,39524.36224,39971.27159,39299.1386,42756.95755,40284.52722,39058.89906,,,,,,
gasolinac,am,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.06445,72.72727,-5.22909,0.59804,0.111259813,49694.89686,51302.78367,54975.65584,56129.2426,58562.94227,59074.31025,57932.6531,55780.1629,53488.64814,56027.88463,47184.9026,49251.66987,,,,,,
gasolinac,ap,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.03441,90.90909,1.50264,0.86151,0.097027763,15731.81798,15359.11889,16282.15449,15896.49836,16889.24572,17556.96993,17070.12813,17322.13561,16735.57613,17148.40386,15530.89261,15098.71727,,,,,,
gasolinac,ba,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.04968,72.72727,4.36186,0.5738,0.113026894,190078.8198,185046.6606,186868.2432,182532.7645,188896.448,186049.7356,183347.3663,183017.3169,182490.244,201417.0098,187102.4472,173085.881,,,,,,
gasolinac,ce,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.056,90.90909,5.49617,0.88666,0.136186093,117289.4236,111154.4813,118612.956,114065.0897,123237.6332,125274.0528,122547.712,127810.7405,124080.3612,127656.2073,120561.6696,112985.6026,,,,,,
gasolinac,df,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.05882,90.90909,-1.71568,0.56961,0.100287099,88353.34781,82977.42037,90105.3197,88733.34535,87944.74312,88614.13582,85194.24762,90170.85829,85977.06583,92282.65991,81093.24248,83993.19104,,,,,,
gasolinac,es,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.03593,81.81818,-1.31842,1.09633,0.075008267,83026.79895,82755.76356,85317.59306,81693.33051,85844.5187,82265.9501,82249.32819,83257.09839,80826.88772,90749.68876,86451.90401,82024.26759,,,,,,
gasolinac,go,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.05622,63.63636,4.25167,0.38115,0.130429825,131502.1508,133574.7558,129850.0212,122100.5965,127760.4397,129126.4305,125965.9558,127492.482,124392.4514,135933.2488,125627.4708,120972.9418,,,,,,
gasolinac,ma,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.05876,81.81818,6.00539,0.91995,0.168356401,84840.54704,80836.70213,81537.78311,78725.04356,88393.01016,87462.43394,87740.03927,88931.9889,84990.94107,93671.1376,82522.92421,78707.27998,,,,,,
gasolinac,mg,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.06574,100.0,4.60626,0.51746,0.130239521,377745.2764,367116.0171,379228.3115,361160.6348,389177.1196,367514.1434,364575.2315,376724.3417,368383.9849,395876.6715,376347.7431,363127.7673,,,,,,
gasolinac,ms,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.05257,81.81818,1.42673,0.37854,0.11832003,65497.16368,64902.22577,66245.79302,62036.58246,66512.73704,66917.0375,67906.53961,65630.47995,63331.45586,71404.56889,62407.47673,60309.01854,,,,,,
gasolinac,mt,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.05158,81.81818,-1.34474,0.57908,0.102287979,57727.83141,55914.90222,58310.18548,55794.09138,55539.55462,57479.51338,56252.51804,55425.65532,55626.83127,59131.05655,53801.49042,53681.35083,,,,,,
gasolinac,pa,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.06151,100.0,6.15961,1.02788,0.160686173,107285.3992,103032.9981,106758.2652,102312.033,110700.5585,112196.6421,111865.1218,112535.1588,109239.1624,119550.6439,106611.5613,104137.3318,,,,,,
gasolinac,pb,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.03264,81.81818,-0.06544,0.40493,0.082079189,63193.63949,61292.30445,62290.05763,62118.89497,63135.15552,63178.06337,63333.96784,64186.94685,62671.53913,66349.26459,63988.18867,60264.95877,,,,,,
gasolinac,pe,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.04442,90.90909,3.74309,0.54659,0.098977101,114244.8648,109699.831,115453.5984,115248.5407,118624.0569,121490.8683,119995.9229,121672.8873,114885.4248,124650.4826,115565.3969,112047.5088,,,,,,
gasolinac,pi,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.10508,81.81818,10.60458,1.03543,0.247053328,44244.36332,42737.15159,45895.88556,44323.14319,49441.76775,50756.72041,49686.4043,49424.12587,46219.59845,50751.76632,46513.61063,42248.25136,,,,,,
gasolinac,pr,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.0429,81.81818,2.1784,0.38612,0.089236122,278434.1079,272085.9732,282242.7609,263072.4345,265373.2732,270003.3368,272462.6661,258661.1214,258575.7855,294475.696,268157.6124,258285.0035,,,,,,
gasolinac,rj,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.06049,63.63636,5.98763,0.50077,0.086991867,201281.6995,191290.8365,189327.3526,180897.6998,185821.0303,187155.0231,181538.8537,189219.2164,182577.6138,206848.0738,186971.9164,177416.3496,,,,,,
gasolinac,rn,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.07186,81.81818,6.63398,0.92306,0.148885957,52821.24488,49862.53222,52598.77733,49127.03661,51471.06373,53626.95599,51568.08048,51956.74755,52449.47304,55803.96715,53242.20629,51716.34534,,,,,,
gasolinac,ro,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.03789,81.81818,2.89253,0.72418,0.105992626,37359.00511,36525.15243,38263.85956,36816.48198,41148.39263,41843.81879,40126.70578,40293.15999,39289.16774,41752.7596,35982.4375,36316.93838,,,,,,
gasolinac,rr,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.04447,81.81818,1.36672,0.81288,0.123510764,14763.42085,14009.80111,14345.39852,14087.68076,14510.33033,15119.19767,15806.49808,15970.31146,15547.68368,16392.88192,15197.97481,14847.789,,,,,,
gasolinac,rs,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.03508,81.81818,0.70294,0.63194,0.071843019,323579.9405,307158.1283,311175.2,314019.9169,308557.0173,318749.8763,317496.9287,316559.8238,319493.5808,348035.7081,313556.9385,310938.9663,,,,,,
gasolinac,sc,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.03459,63.63636,-0.00312,0.70731,0.080685386,257169.6162,255020.2516,251605.022,247083.2899,252493.308,255383.333,256836.1403,258939.496,260594.4116,280333.6033,267351.4836,257633.1166,,,,,,
gasolinac,se,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.03922,90.90909,3.33544,0.48836,0.090844937,33501.77545,32755.47196,33589.85227,33325.56968,33093.61674,33811.84891,34542.70522,34580.97864,33706.38674,36207.06578,34567.42175,33096.15606,,,,,,
gasolinac,sp,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.06853,81.81818,-1.06551,0.55587,0.111579776,895724.8324,867765.7597,872841.8627,811540.9958,828649.746,853916.6691,827545.4795,865522.3392,859847.8531,929813.7145,847988.9453,824440.6406,,,,,,
gasolinac,to,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.06209,81.81818,5.46485,0.85327,0.155273522,34160.25034,32676.88352,34294.90259,32523.0483,36179.6448,33813.27257,34003.38691,34464.75611,32270.24754,36328.46572,32728.00397,32281.86415,,,,,,
glp,ac,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.03989,90.90909,3.84645,0.87894,0.06925506,3135.336594,3036.996493,3130.076087,2999.356208,3106.28751,3110.015665,2958.492012,3165.526293,3139.26666,3304.639795,2958.295977,2947.417055,,,,,,
glp,al,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.04678,81.81818,4.43588,1.02579,0.064746899,14826.52483,14116.10222,14941.33874,14767.33095,15434.02585,15559.71271,15017.94065,15430.37479,14835.01985,15516.58142,14576.29491,13583.46144,,,,,,
glp,am,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.03096,72.72727,1.07829,0.68831,0.046055378,15352.91483,14207.75525,15374.12066,14702.95646,15021.56958,15224.36386,14389.20412,14575.18285,14917.00812,15278.48667,14605.61031,14572.20746,,,,,,
glp,ap,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.03328,72.72727,1.61561,1.2136,0.051769495,2772.429699,2672.355013,2756.746521,2637.181606,2650.487832,2688.822186,2637.485841,2644.473015,2570.057664,2822.551377,2527.756017,2525.669199,,,,,,
glp,ba,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.04001,63.63636,-1.62405,0.79277,0.055059197,72352.4219,69920.75028,75130.62,75866.00434,79263.42257,78497.2726,72940.05665,74638.45241,71681.16439,75127.16356,71873.9244,66843.6355,,,,,,
glp,ce,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.03079,90.90909,3.19119,1.02908,0.062118949,43304.17135,42091.81994,42882.85319,44313.60216,43076.78655,43906.43609,42878.84737,42220.52995,41461.8177,43966.38201,41771.02107,39150.28249,,,,,,
glp,df,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.02541,63.63636,0.263,0.56841,0.039288414,14676.65135,14147.36485,14678.42477,14581.36055,14684.88802,15109.47835,14194.29937,14213.81843,14227.0675,14848.67061,13264.01149,13478.24928,,,,,,
glp,es,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.03086,63.63636,-0.79996,0.63419,0.039492852,22233.56582,21799.18156,23684.75749,23279.34864,23637.73633,24630.78507,22670.35419,22680.81533,22891.99708,22718.83769,21706.88374,20980.68103,,,,,,
glp,go,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.02212,81.81818,2.02284,0.77752,0.034440273,48713.97509,46095.01759,48817.09224,47458.16526,48571.16142,49603.05988,45151.53906,47450.17617,47597.48438,47327.4506,48301.72663,45280.99277,,,,,,
glp,ma,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.05046,63.63636,4.94308,1.08069,0.088353077,26669.71069,26061.73333,26527.4088,25499.14678,25685.50846,26704.44249,25194.57475,25377.53238,25565.51692,26155.46432,25616.71764,24617.59458,,,,,,
glp,mg,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.10687,63.63636,9.06366,1.04681,0.123750824,107645.4692,103951.317,113799.9446,113738.2494,114352.4148,116655.0346,105029.1063,105554.9479,105369.3089,106937.8727,101889.1834,98851.81134,,,,,,
glp,ms,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.02099,72.72727,0.45239,0.60321,0.033327829,14930.362,14288.811,15229.89788,15428.09548,15723.98492,16028.62869,14677.44159,14711.11682,14388.78589,14703.3745,13797.52461,13620.5942,,,,,,
glp,mt,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.0367,54.54545,0.77897,1.22685,0.056923832,20989.78186,19678.46463,20301.63016,19707.47794,20212.6153,20791.66213,18775.11335,20017.81166,19921.21467,19760.38436,19372.82599,19214.23515,,,,,,
glp,pa,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.03522,90.90909,3.51353,0.92301,0.061267999,33772.16311,32451.72194,33834.08286,32610.74878,32568.73127,33364.57145,32174.17953,32954.54403,32493.6607,33745.75983,32110.66234,31298.25378,,,,,,
glp,pb,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.04144,63.63636,4.21308,1.01623,0.062604522,20629.58512,19860.20557,20582.80234,20831.3001,21274.0517,21657.11742,20831.34916,20878.80857,20256.21091,20902.80654,19831.41053,19011.51624,,,,,,
glp,pe,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.02978,100.0,2.82548,0.9771,0.041617231,44672.46338,42398.16912,44634.7613,44772.47353,47105.43962,48635.06911,45565.95499,45565.69458,44251.13048,46060.40741,43484.05191,42065.88016,,,,,,
glp,pi,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.06505,63.63636,6.67121,0.91332,0.111898604,14447.40581,14205.23663,14607.26237,14152.19854,14397.96234,14754.95979,13895.18543,14161.84248,13750.52001,14217.80701,13961.90964,13213.03619,,,,,,
glp,pr,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.02851,72.72727,2.70793,0.96002,0.045295997,81394.64796,79233.84924,87591.99201,87540.89128,89293.42138,91338.08912,83245.54396,84337.69573,81931.35988,79597.34099,75536.97841,75256.06074,,,,,,
glp,rj,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.05778,90.90909,-5.79073,1.0369,0.062101228,80112.75089,77906.71608,84791.63284,85671.51262,87576.29609,89666.18149,82974.66453,83418.86462,81541.37191,85396.19508,73962.86281,72179.48346,,,,,,
glp,rn,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.02161,81.81818,1.55282,1.04135,0.030077684,17123.59592,16216.76181,17166.84277,16947.05833,17683.78024,18042.82808,16924.41581,17233.53069,16870.30226,17483.72622,16768.81598,15750.25589,,,,,,
glp,ro,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.02853,72.72727,2.48294,0.89734,0.050848673,7662.510748,7223.470604,7612.460384,7278.046488,7432.841302,7675.960914,7050.313035,7433.401846,7442.710811,7574.52748,7108.416303,7168.450816,,,,,,
glp,rr,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.03392,72.72727,2.54356,1.11149,0.06503188,2440.371144,2364.000368,2463.292565,2381.163866,2462.596606,2485.260539,2331.188927,2362.540014,2399.384132,2422.4366,2300.536385,2322.312503,,,,,,
glp,rs,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.0215,81.81818,-0.53639,0.5952,0.026442665,66128.19518,64041.00386,72220.89602,73688.49614,75836.57053,76353.31932,68672.3379,70224.49193,66941.74196,63160.2462,59003.39921,56819.54696,,,,,,
glp,sc,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.05772,81.81818,5.27338,1.0706,0.075622879,45270.69582,43220.56905,47456.61293,47659.47744,48231.56519,49255.30327,46016.68765,46752.31689,45240.05052,43798.94211,42481.33303,41360.3931,,,,,,
glp,se,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.037,72.72727,3.70916,0.52956,0.070004489,11855.98674,11172.18157,11705.46637,11567.5439,12027.5319,12019.72358,11612.56438,11824.17959,11318.62462,11594.84626,11050.90293,10537.01313,,,,,,
glp,sp,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.02753,81.81818,-1.71657,0.70552,0.033361655,270619.2778,257814.0303,281504.2435,282811.0521,288155.3503,301331.5437,271086.8001,274187.2658,268461.1564,260478.7816,248993.9824,244392.0421,,,,,,
glp,to,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.03931,72.72727,3.4777,0.86791,0.05536727,7392.624916,7085.694928,7201.857123,6977.901269,6969.313935,7380.897766,6904.903632,6922.535474,7206.527824,6999.877065,7086.602248,7106.474819,,,,,,
oleodiesel,ac,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.07635,72.72727,-3.62792,1.1021,0.086757344,13040.94228,12348.36063,13267.60698,14055.10754,14930.53132,15059.27294,15798.91851,15863.62269,14032.99873,13225.04821,13754.38847,11999.28607,,,,,,
oleodiesel,al,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.05652,81.81818,5.73095,1.09006,0.098127381,34010.91131,28702.02898,28109.49551,26578.30578,27521.34957,29658.815,32024.77318,37952.22801,39761.19194,39444.41825,38377.21583,34163.08739,,,,,,
oleodiesel,am,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.17694,63.63636,-13.46899,0.99216,0.232432837,84747.46124,84832.94991,86781.18566,86798.95842,90373.45066,93661.99545,91538.37066,93187.91418,87817.94228,88025.76153,82241.94114,77514.6131,,,,,,
oleodiesel,ap,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.13807,72.72727,-11.28328,0.9623,0.086559564,9225.45274,8943.878941,9504.930142,9363.214542,9087.352097,9043.913421,8073.558162,9530.968189,10878.97988,11029.00889,8903.906747,7785.794129,,,,,,
oleodiesel,ba,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.11411,90.90909,11.2097,1.25991,0.183021575,263048.6693,247902.1013,258735.1104,253411.1131,264837.8693,274927.3712,272773.5702,277402.8461,270614.69,260893.7125,250190.0317,247742.8347,,,,,,
oleodiesel,ce,Exp0,ARIMA,Best,Est_Indiv,Exp0ARIMABestEst_Indiv,0-EST,0.07279,81.81818,6.99298,1.06401,0.122783577,83460.16569,79053.91439,85777.82199,87199.29687,92069.93675,96226.37226,94985.39547,97108.79516,95917.79677,94628.97887,90396.71665,84244.3264,,,,,,
